TYPE,PRICE,BATH,PROPERTYSQFT,ADMINISTRATIVE_AREA_LEVEL_2,SUBLOCALITY,LATITUDE,LONGITUDE
Multi-family home for sale,670000,2.0,2207,United States,Kings County,40.6482878,-73.9246615
House for sale,968000,2.0,2550,United States,Bronx County,40.8475868,-73.853875
Co-op for sale,320000,2.0,1200,New York,The Bronx,40.8455961,-73.8264218
Co-op for sale,228888,1.0,900,New York,Queens,40.7097347,-73.8188287
Co-op for sale,199888,1.0,2192,New York,Queens,40.667401,-73.8470063
Co-op for sale,5995000,4.0,2187,New York,New York,40.7187102,-74.005987
Multi-family home for sale,1350888,3.0,2203,United States,Queens County,40.7197495,-73.888525
Co-op for sale,699000,1.0,1100,New York,Brooklyn,40.6599761,-73.9622977
House for sale,699000,2.0,1296,United States,Kings County,40.616513,-73.9172382
Co-op for sale,538888,2.0,1500,New York,Queens,40.7807824,-73.7743544
Townhouse for sale,2450000,2.5,2982,United States,Kings County,40.6813525,-73.9261641
House for sale,574999,2.0,1040,United States,Richmond County,40.6194786,-74.077813
Co-op for sale,275000,1.0,2174,New York,Queens,40.7305839,-73.8503144
Co-op for sale,270000,1.0,275,New York,Brooklyn,40.6692346,-73.9765732
House for sale,675000,3.0,1832,United States,Bronx County,40.8672248,-73.8574241
Co-op for sale,149000,1.0,750,New York,The Bronx,40.9010021,-73.8627053
Co-op for sale,595000,2.0,2209,New York,Brooklyn,40.6912661,-73.9418745
Condo for sale,4000000,4.0,3704,United States,New York County,40.70799,-74.0021707
Condo for sale,1475000,2.0,1048,New York,Brooklyn,40.7095127,-73.9677693
Condo for sale,595000,1.0,721,New York,New York,40.7630313,-73.9492357
Townhouse for sale,3500000,8.0,6201,United States,New York County,40.793104,-73.975651
Multi-family home for sale,1090000,6.0,4875,United States,Queens County,40.7042392,-73.9113817
Pending,2499000,2.5,4500,United States,Kings County,40.6266809,-73.9862742
House for sale,699999,2.0,2218,United States,Bronx County,40.8602009,-73.8653147
House for sale,899000,2.0,1672,United States,Queens County,40.7114945,-73.8152211
House for sale,549000,2.0,1152,United States,Richmond County,40.6144686,-74.1592392
House for sale,768000,2.0,1870,United States,Richmond County,40.6329148,-74.1328734
House for sale,949000,2.0,2476,United States,Richmond County,40.6006101,-74.1671861
Multi-family home for sale,980000,3.0,2196,United States,Kings County,40.6615804,-73.8615475
House for sale,150000,2.5,2164,United States,Bronx County,40.8693539,-73.8883183
House for sale,638000,2.0,1728,New York,The Bronx,40.814845,-73.8159564
Co-op for sale,239000,1.0,801,New York,Queens,40.7577991,-73.7159564
Townhouse for sale,6999500,2.5,4065,United States,New York County,40.7463287,-74.0034571
Multi-family home for sale,1150000,3.0,2169,United States,Queens County,40.7313782,-73.8848912
Co-op for sale,549000,1.0,2168,New York,New York,40.7380264,-74.0053843
House for sale,6995000,4.0,5000,United States,New York County,40.7541017,-73.9701626
Co-op for sale,825000,1.0,2193,New York,New York,40.7991571,-73.9690321
Condo for sale,215000,1.0,789,United States,Bronx County,40.8396335,-73.8563772
Townhouse for sale,2900000,3.0,1979,New York,New York,40.7525683,-73.9678256
Condo for sale,215000,1.0,789,United States,Bronx County,40.8396335,-73.8563772
Co-op for sale,825000,1.0,2205,New York,New York,40.7991571,-73.9690321
Condo for sale,14995000,2.5,8500,New York,Brooklyn,40.6935342,-74.0002618
House for sale,850000,2.0,1152,United States,Richmond County,40.5903464,-74.1630923
Condo for sale,749000,2.0,879,New York,Queens,40.7755682,-73.9032112
House for sale,13000000,4.0,6000,United States,New York County,40.7929447,-73.9693548
Townhouse for sale,549999,2.0,1677,New York,Staten Island,40.6280768,-74.1576108
Condo for sale,365000,2.0,920,New York,The Bronx,40.815638,-73.8244344
Condo for sale,695000,2.0,845,New York,Brooklyn,40.6886854,-73.9402301
Co-op for sale,1075000,2.0,1250,New York,New York,40.7487581,-73.9782786
Pending,998000,2.0,1600,New York,New York,40.7917785,-73.9406204
Condo for sale,779000,1.0,517,New York,New York,40.7835114,-73.9776775
Co-op for sale,569000,2.0,2203,New York,Queens,40.7511899,-73.90201
House for sale,285000,2.5,1536,United States,Richmond County,40.6423112,-74.0943328
Townhouse for sale,6295000,4.0,4650,United States,Kings County,40.6685976,-73.975142
Condo for sale,199999,1.0,750,New York,Brooklyn,40.655858,-73.9377831
Condo for sale,569000,1.0,490,New York,Queens,40.7576255,-73.8231097
Pending,345000,1.0,975,New York,The Bronx,40.8828679,-73.9112962
House for sale,1448000,2.0,2197,United States,Queens County,40.7895173,-73.8063176
Co-op for sale,183000,1.0,831,New York,The Bronx,40.8552565,-73.8693804
Townhouse for sale,2250000,3.0,2105,United States,Kings County,40.6764588,-73.982188
Multi-family home for sale,14000000,2.5,2174,United States,Bronx County,40.8879286,-73.9096657
Co-op for sale,1850000,3.0,3000,New York,Queens,40.7213129,-73.8450098
Condo for sale,435000,1.0,661,New York,Queens,40.7198175,-73.8412403
Multi-family home for sale,1899000,4.0,2191,United States,Kings County,40.689822,-73.9156171
Pending,875000,2.0,2340,United States,Bronx County,40.8661368,-73.8400914
Condo for sale,1479000,1.0,2167,New York,New York,40.7375223,-73.9849542
Co-op for sale,2250000,2.0,2025,New York,New York,40.7540096,-73.9637466
Condo for sale,799000,2.0,922,New York,New York,40.8138919,-73.9476673
Co-op for sale,205000,1.0,1000,New York,The Bronx,40.8850075,-73.9070017
House for sale,897000,2.0,1664,United States,Kings County,40.6137691,-73.9416652
Co-op for sale,1195000,2.0,2195,New York,New York,40.769824,-73.9571759
Multi-family home for sale,1100000,3.0,2199,United States,Kings County,40.6800424,-73.8830327
House for sale,1250000,2.0,2110,United States,Kings County,40.5866351,-73.9436164
Townhouse for sale,9000000,4.0,17860,United States,Kings County,40.7113609,-73.9608466
Co-op for sale,575000,2.0,1350,New York,Queens,40.7313424,-73.8489073
Townhouse for sale,19995000,11.0,11110,United States,New York County,40.7221603,-74.0078633
Co-op for sale,399000,1.0,2172,New York,New York,40.7763285,-73.9475088
House for sale,475000,2.0,1790,United States,Bronx County,40.8102903,-73.8573667
Condo for sale,399000,1.0,616,New York,Queens,40.7301358,-73.871999
Condo for sale,450000,1.0,776,New York,Staten Island,40.6403656,-74.0737574
Co-op for sale,399000,2.0,1492,New York,Queens,40.7812699,-73.78434
Co-op for sale,585000,1.0,2162,New York,New York,40.7836953,-73.9760584
Multi-family home for sale,1450000,6.0,2181,United States,Queens County,40.7030602,-73.8898385
Multi-family home for sale,1388888,3.0,2160,United States,Kings County,40.5920325,-73.9491964
Multi-family home for sale,779000,2.0,2186,United States,Queens County,40.6847739,-73.8261116
Co-op for sale,395000,1.0,2199,New York,New York,40.7758661,-73.981473
Multi-family home for sale,799000,4.0,2200,United States,Queens County,40.598207,-73.7911759
Condo for sale,474900,2.0,1054,New York,The Bronx,40.8847442,-73.9132482
Co-op for sale,365000,1.0,2169,New York,New York,40.7187352,-73.9847294
Co-op for sale,199000,1.0,2182,New York,The Bronx,40.8789773,-73.916004
Condo for sale,7995000,4.0,2789,New York,Brooklyn,40.692916,-74.0008815
Co-op for sale,1450000,1.0,2166,United States,New York County,40.7355671,-74.0044939
House for sale,695000,2.0,2186,United States,Queens County,40.6950378,-73.8602956
House for sale,635000,2.0,1200,United States,Kings County,40.6322163,-73.894288
Co-op for sale,499000,1.0,2195,New York,Brooklyn,40.7109875,-73.9577649
Multi-family home for sale,999000,6.0,2186,United States,Kings County,40.661217,-73.9412284
Townhouse for sale,17995000,7.0,8068,United States,New York County,40.7871816,-73.96924
Townhouse for sale,2175000,2.5,3317,United States,Kings County,40.6920744,-73.912766
Co-op for sale,639000,2.0,2196,United States,Queens County,40.7447145,-73.8835344
Multi-family home for sale,999000,6.0,2174,United States,Kings County,40.661217,-73.9412284
Co-op for sale,1099000,1.0,2181,New York,Brooklyn,40.6876421,-73.9721671
Condo for sale,318000,1.0,638,United States,Richmond County,40.5698778,-74.1224355
Multi-family home for sale,875000,2.0,2034,United States,Bronx County,40.8664714,-73.845984
Multi-family home for sale,739900,2.0,2000,United States,Richmond County,40.6066581,-74.1639294
Condo for sale,275000,2.0,969,New York,Brooklyn,40.6280579,-73.9171101
Townhouse for sale,1750000,8.0,5000,United States,Kings County,40.7162658,-73.94726
Co-op for sale,285000,1.0,2203,New York,New York,40.7489931,-73.97025
House for sale,12495000,2.0,7825,United States,New York County,40.7780321,-73.9574506
Co-op for sale,435000,1.0,925,United States,Queens County,40.7232542,-73.8576166
Co-op for sale,220000,1.0,922,New York,The Bronx,40.8758111,-73.8765929
House for sale,1988800,4.0,2071,New York,New York,40.7400544,-73.9903941
Co-op for sale,135000,1.0,792,New York,Queens,40.6030799,-73.74755
Co-op for sale,468000,1.0,1200,New York,Queens,40.7455899,-73.8778899
Co-op for sale,318000,1.0,748,New York,Queens,40.7604949,-73.7815883
Condo for sale,649000,1.0,705,New York,Queens,40.7715328,-73.9273805
House for sale,1875000,2.0,1496,United States,Kings County,40.6246037,-74.0368286
House for sale,1350000,2.0,1584,United States,Kings County,40.6096678,-73.9511136
House for sale,799000,2.0,1816,United States,Richmond County,40.5557686,-74.1327357
Condo for sale,5000000,3.0,2162,New York,New York,40.749728,-73.978916
Pending,464998,2.0,1657,New York,Brooklyn,40.5855624,-73.9669734
Condo for sale,5250000,3.0,1757,United States,New York County,40.725653,-73.987132
Co-op for sale,1995000,2.0,1200,New York,New York,40.773416,-73.979787
Condo for sale,504000,2.0,1004,New York,The Bronx,40.8688161,-73.8356153
Pending,464998,2.0,1657,New York,Brooklyn,40.5855624,-73.9669734
Pending,699000,2.0,864,United States,Richmond County,40.5594124,-74.1258541
Multi-family home for sale,949000,3.0,2745,United States,Bronx County,40.8136198,-73.8633277
Foreclosure,800000,2.5,1584,United States,Richmond County,40.6375111,-74.0852471
Co-op for sale,319999,1.0,660,New York,Brooklyn,40.6077014,-73.958782
Co-op for sale,475000,1.0,950,New York,Queens,40.75054,-73.8885096
Co-op for sale,399000,1.0,2173,New York,New York,40.7738633,-73.9465735
House for sale,479900,2.0,1088,United States,Kings County,40.6567481,-73.8802564
Condo for sale,615000,4.0,1568,United States,Richmond County,40.577069,-74.161888
Co-op for sale,225000,1.0,2160,New York,Queens,40.6685699,-73.8471189
Co-op for sale,284888,1.0,2181,New York,Queens,40.748924,-73.8857529
Condo for sale,585000,2.0,869,United States,Queens County,40.7317078,-73.856834
House for sale,659000,2.0,1468,United States,Richmond County,40.4997983,-74.2411663
Co-op for sale,1495000,2.0,1650,New York,New York,40.7958454,-73.9702391
Co-op for sale,295000,2.0,980,New York,Queens,40.7577991,-73.7159564
House for sale,738000,2.0,2176,United States,Queens County,40.7506139,-73.851888
Pending,400000,1.0,2202,New York,Brooklyn,40.684191,-73.982522
Co-op for sale,187000,1.0,1076,New York,The Bronx,40.8224272,-73.8900397
Townhouse for sale,3500000,7.0,4952,United States,New York County,40.8239685,-73.9470302
Townhouse for sale,4995000,6.0,4000,United States,New York County,40.74338,-73.9787014
Townhouse for sale,2150000,3.0,2940,United States,Kings County,40.6588649,-73.956073
Co-op for sale,675000,1.0,2199,New York,New York,40.8667064,-73.9304963
House for sale,889000,2.0,2052,United States,Richmond County,40.5312573,-74.157737
Condo for sale,4200000,3.0,2584,New York,New York,40.7142326,-74.0075258
Condo for sale,749000,2.0,908,New York,Queens,40.7190009,-73.8365029
Multi-family home for sale,799000,2.0,2188,United States,Kings County,40.6437284,-73.9543625
Co-op for sale,455000,1.0,725,New York,New York,40.7760324,-73.9487922
Condo for sale,6500000,4.0,2190,New York,New York,40.746995,-73.989381
Townhouse for sale,1299000,8.0,4560,United States,Bronx County,40.8512668,-73.8314532
Multi-family home for sale,1279000,8.0,3550,United States,Bronx County,40.8282675,-73.9014729
Pending,799000,1.0,1200,New York,New York,40.7856899,-73.976047
Co-op for sale,475000,2.0,1150,New York,Brooklyn,40.5794182,-73.9709078
Co-op for sale,209000,1.0,2188,New York,Brooklyn,40.6456538,-73.9636266
House for sale,1325000,3.0,2200,United States,Kings County,40.618445,-73.9043606
Co-op for sale,259000,1.0,625,New York,Brooklyn,40.6147332,-74.0337807
Multi-family home for sale,1325000,5.0,2206,United States,Queens County,40.6727654,-73.7902788
Co-op for sale,345000,2.0,1100,New York,The Bronx,40.908552,-73.896916
House for sale,669000,2.0,2191,United States,Richmond County,40.6136236,-74.1305336
Multi-family home for sale,1388000,2.0,2520,United States,Kings County,40.620978,-73.957202
House for sale,1475000,3.0,2637,United States,Queens County,40.7291232,-73.9042682
Condo for sale,1375000,2.0,2184,United States,New York County,40.7791814,-73.9472929
Townhouse for sale,25000000,2.5,2166,United States,Kings County,40.6975406,-73.9938611
Townhouse for sale,900000,3.0,2180,United States,Bronx County,40.9083747,-73.8985781
Co-op for sale,599000,2.0,1350,New York,New York,40.7868163,-73.9557515
Condo for sale,479900,1.0,550,New York,New York,40.7934089,-73.9407833
House for sale,4200000,1.0,2560,United States,New York County,40.7300715,-73.9880189
Co-op for sale,1295000,2.0,2168,New York,New York,40.774576,-73.9624413
House for sale,739999,2.0,1976,United States,Richmond County,40.6021404,-74.0713152
House for sale,2250000,4.0,3432,United States,Kings County,40.5884214,-73.9412863
Condo for sale,875000,2.0,1050,New York,Brooklyn,40.6165537,-74.024429
House for sale,749000,2.0,2188,United States,Kings County,40.6771904,-73.8625697
Co-op for sale,525000,1.0,1300,New York,Brooklyn,40.5751942,-73.9669983
Condo for sale,715000,2.0,1021,New York,Brooklyn,40.5846063,-73.9426052
Townhouse for sale,7950000,4.0,2204,United States,New York County,40.7740082,-73.9583902
Condo for sale,17500000,4.0,6300,New York,New York,40.7193658,-74.0072206
House for sale,1287777,2.0,2174,United States,Queens County,40.7257724,-73.8680711
House for sale,330000,1.0,2191,United States,Kings County,40.6604827,-73.9468571
Co-op for sale,375000,1.0,2181,New York,Queens,40.7467824,-73.9119505
Pending,875000,2.0,2207,United States,Queens County,40.7671317,-73.9087817
Multi-family home for sale,1350000,3.0,2204,United States,Kings County,40.690647,-73.9431579
Townhouse for sale,27000000,7.0,2202,United States,New York County,40.7312282,-74.0046153
Co-op for sale,599000,1.0,755,New York,New York,40.7643103,-73.9913297
Multi-family home for sale,1200000,3.0,2164,United States,Queens County,40.6943555,-73.8543804
Multi-family home for sale,1900000,4.0,2565,United States,Kings County,40.6778716,-73.9615757
House for sale,590000,1.0,1360,United States,Bronx County,40.8642583,-73.8414813
Condo for sale,1395000,2.0,1494,New York,New York,40.705216,-74.0085311
Multi-family home for sale,1300000,6.0,5103,United States,Bronx County,40.8403844,-73.8478179
Multi-family home for sale,1248000,3.0,2400,United States,Kings County,40.5904715,-73.9441041
Co-op for sale,338000,1.0,2174,New York,Queens,40.7522642,-73.8878675
House for sale,270000,2.5,1158,United States,Bronx County,40.8838997,-73.864167
House for sale,765000,2.5,2500,United States,Bronx County,40.8365023,-73.8919613
Pending,988000,2.0,2451,United States,Queens County,40.7864686,-73.7971724
Co-op for sale,339000,1.0,2177,New York,Queens,40.7686099,-73.74772
Contingent,1099000,6.0,3219,United States,Richmond County,40.549134,-74.142459
